1,999999998,1,13921,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,93207,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,93207,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,94899,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,94899,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,93232,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,93223,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,93223,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,24561,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,24561,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,85258,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,85258,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,85258,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,85258,4,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,85258,5,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,85258,6,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,95932,5,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,95932,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,12551,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,82621,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,82621,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,82621,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,13318,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32046,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32046,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,9760,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,9760,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,9760,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32040,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32042,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32042,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32040,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32040,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,97040,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,92815,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,92815,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,92815,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,92817,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,92817,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,92817,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,1883,8,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,1883,6,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,87549,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,87549,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,87549,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,24781,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,87704,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,87704,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,94867,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,94867,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32036,4,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32036,6,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32036,5,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,94805,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,94805,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32037,4,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32037,5,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32037,6,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32038,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32038,4,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,96536,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,96536,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,77183,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
